"","playerId","playerName","LA_RAPM","LA_RAPM__Def","LA_RAPM__Off","RAPM","RAPM__Def","RAPM__Off","season","Team","MP"
"192",101142,"Ronny Turiaf",0.77,1.02,-0.25,-0.4,0.19,-0.59,"2013-14","MIN",605.645
"193",101142,"Ronny Turiaf",0.06,0.04,0.02,-0.04,0,-0.04,"2014-15","MIN",19.3666666666667
"194",101144,"Von Wafer",0.32,2.32,-2,0.13,2.23,-2.09,"2010-11","BOS",552.545
"195",101144,"Von Wafer",-1.36,-1.01,-0.35,-0.8,-0.64,-0.16,"2011-12","ORL",468.98
"196",101145,"Monta Ellis",-2.55,-0.89,-1.67,-2.79,-1.19,-1.59,"2009-10","GSW",2646.61333333333
"197",101145,"Monta Ellis",-2.26,-1.95,-0.31,-1.94,-1.59,-0.35,"2010-11","GSW",3226.67333333333
"198",101145,"Monta Ellis",-0.41,-1.03,0.62,-0.24,-0.71,0.47,"2011-12","MIL",2120.42333333333
"199",101145,"Monta Ellis",0.7,-0.14,0.85,1.58,0.33,1.24,"2012-13","MIL",3076.40333333333
"200",101145,"Monta Ellis",0.99,-2.14,3.13,0.24,-0.87,1.11,"2013-14","DAL",3022.555
"201",101145,"Monta Ellis",0.33,-0.36,0.69,1.15,0.09,1.06,"2014-15","DAL",2699.245
"202",101145,"Monta Ellis",0.02,0.35,-0.33,0.33,0.59,-0.26,"2015-16","IND",2733.96833333333
"203",101145,"Monta Ellis",-0.77,-0.46,-0.31,-0.17,-0.42,0.25,"2016-17","IND",1997.70833333333
"204",101146,"Roko Ukic",0.31,-0.18,0.49,0.25,-0.46,0.71,"2009-10","MIL",96.9416666666667
"205",101150,"Lou Williams",0.53,-0.88,1.41,-0.14,-1.21,1.08,"2009-10","PHI",1911.97666666667
"206",101150,"Lou Williams",-1.09,-2.4,1.31,0.49,-0.62,1.11,"2010-11","PHI",1747.335
"207",101150,"Lou Williams",3.18,1.29,1.89,1.42,0.07,1.35,"2011-12","PHI",1681.725
"208",101150,"Lou Williams",-0.25,0.03,-0.28,0.05,-0.17,0.22,"2012-13","ATL",1119.02333333333
"209",101150,"Lou Williams",-2.58,-3.58,1.01,-1.82,-2.28,0.47,"2013-14","ATL",1444.65166666667
"210",101150,"Lou Williams",1.38,-0.7,2.08,1.86,-0.65,2.51,"2014-15","TOR",2015.515
"211",101150,"Lou Williams",-0.8,-1.34,0.54,-1.75,-1.5,-0.25,"2015-16","LAL",1906.71166666667
"212",101150,"Lou Williams",-0.04,-1.28,1.25,0.42,-1.03,1.45,"2016-17","HOU",1993.41333333333
"213",101150,"Lou Williams",0.14,-1.71,1.85,0.7,-1.58,2.28,"2017-18","LAC",2589.09
"214",101150,"Lou Williams",0.41,-0.8,1.21,0.99,-0.65,1.64,"2018-19","LAC",1992.58833333333
"215",101150,"Lou Williams",0,-0.92,0.92,-0.13,-0.36,0.23,"2019-20","LAC",1863.70833333333
"216",101150,"Lou Williams",-0.82,-0.69,-0.14,-0.43,-0.64,0.21,"2020-21","ATL",1422.90833333333
"217",101150,"Lou Williams",-0.17,-0.14,-0.03,-0.37,-0.22,-0.15,"2021-22","ATL",798.876666666667
"218",101153,"Mickael Gelabale",-0.63,-0.14,-0.48,-0.68,-0.41,-0.28,"2012-13","MIN",643.955
"219",101154,"Andray Blatche",-0.87,0.18,-1.05,-1.09,-0.11,-0.98,"2009-10","WAS",2255.95166666667
"220",101154,"Andray Blatche",1.48,0.61,0.87,0.01,-0.06,0.07,"2010-11","WAS",2171.93166666667
"221",101154,"Andray Blatche",-1.38,-0.92,-0.46,-1.7,-0.96,-0.74,"2011-12","WAS",626.013333333333
"222",101154,"Andray Blatche",0.43,-0.53,0.96,-0.28,-0.55,0.27,"2012-13","BKN",1555.17833333333
"223",101154,"Andray Blatche",-2.69,-2.22,-0.47,0.1,-0.54,0.64,"2013-14","BKN",1618.12833333333
"224",101155,"Ryan Gomes",-1.74,-0.32,-1.42,-0.21,0.16,-0.37,"2009-10","MIN",2210.08833333333
"225",101155,"Ryan Gomes",-0.36,-0.36,0.01,-0.57,-0.64,0.07,"2010-11","LAC",2095.18666666667
"226",101155,"Ryan Gomes",-0.96,-0.07,-0.89,-1.85,-0.8,-1.05,"2011-12","LAC",424.733333333333
"227",101155,"Ryan Gomes",-0.28,0.15,-0.43,0.11,0.33,-0.22,"2013-14","OKC",34.25
"228",101161,"Amir Johnson",2.39,1.07,1.31,2.52,1.61,0.92,"2009-10","TOR",1452.65333333333
"229",101161,"Amir Johnson",4.37,1.15,3.21,2.23,0.79,1.44,"2010-11","TOR",1852.65166666667
"230",101161,"Amir Johnson",1.78,1.28,0.5,2.19,1.86,0.33,"2011-12","TOR",1552.89333333333
