Column 1,season,team,team_score_home,assists_home,blocks_home,defensive_rebounds_home,fast_break_points_home,field_goals_made_home,field_goals_attempted_home,flagrant_fouls_home,fouls_home,free_throws_made_home,free_throws_attempted_home,offensive_rebounds_home,points_in_paint_home,steals_home,team_turnovers_home,technical_fouls_home,three_point_field_goals_made_home,three_point_field_goals_attempted_home,total_rebounds_home,total_technical_fouls_home,turnover_points_home,turnovers_home,opponent_team_score_home,opponent_assists_home,opponent_blocks_home,opponent_defensive_rebounds_home,opponent_fast_break_points_home,opponent_field_goals_made_home,opponent_field_goals_attempted_home,opponent_flagrant_fouls_home,opponent_fouls_home,opponent_free_throws_made_home,opponent_free_throws_attempted_home,opponent_offensive_rebounds_home,opponent_points_in_paint_home,opponent_steals_home,opponent_team_turnovers_home,opponent_technical_fouls_home,opponent_three_point_field_goals_made_home,opponent_three_point_field_goals_attempted_home,opponent_total_rebounds_home,opponent_total_technical_fouls_home,opponent_turnover_points_home,opponent_turnovers_home,Games_home,Possessions_home,team_score_away,assists_away,blocks_away,defensive_rebounds_away,fast_break_points_away,field_goals_made_away,field_goals_attempted_away,flagrant_fouls_away,fouls_away,free_throws_made_away,free_throws_attempted_away,offensive_rebounds_away,points_in_paint_away,steals_away,team_turnovers_away,technical_fouls_away,three_point_field_goals_made_away,three_point_field_goals_attempted_away,total_rebounds_away,total_technical_fouls_away,turnover_points_away,turnovers_away,opponent_team_score_away,opponent_assists_away,opponent_blocks_away,opponent_defensive_rebounds_away,opponent_fast_break_points_away,opponent_field_goals_made_away,opponent_field_goals_attempted_away,opponent_flagrant_fouls_away,opponent_fouls_away,opponent_free_throws_made_away,opponent_free_throws_attempted_away,opponent_offensive_rebounds_away,opponent_points_in_paint_away,opponent_steals_away,opponent_team_turnovers_away,opponent_technical_fouls_away,opponent_three_point_field_goals_made_away,opponent_three_point_field_goals_attempted_away,opponent_total_rebounds_away,opponent_total_technical_fouls_away,opponent_turnover_points_away,opponent_turnovers_away,Games_away,Possessions_away,MP,new_LA_RAPM,new_LA_RAPM__Def,new_LA_RAPM__Off,new_RAPM,new_RAPM__Def,new_RAPM__Off,total_wins,lag 1,lag 2,team_change,team_Bucks,team_Bulls,team_Cavaliers,team_Celtics,team_Clippers,team_Grizzlies,team_Hawks,team_Heat,team_Hornets,team_Jazz,team_Kings,team_Knicks,team_Lakers,team_Magic,team_Mavericks,team_Nets,team_Nuggets,team_Pacers,team_Pelicans,team_Pistons,team_Raptors,team_Rockets,team_Spurs,team_Suns,team_Thunder,team_Timberwolves,team_Trail Blazers,team_Warriors,team_Wizards,season_2010,season_2011,season_2012,season_2013,season_2014,season_2015,season_2016,season_2017,season_2018,season_2019,season_2020,season_2021,season_2022
215,2016,Kings,123.45365909,29.366574795,5.787781246,39.744665305,19.986377603,46.843963483,101.84214094,0.0285112377,24.405619441,20.471068643,28.368681477,12.174298483,57.193542756,10.919804026,0.8553371299,0.684269704,9.2946634788,26.315872365,62.26854306,0.684269704,21.497473199,17.876546016,127.9299234,29.081462418,6.9282307526,39.858710256,16.736096509,47.813345564,103.66686015,0.0570224753,24.291574491,20.613624832,27.342276921,13.685394079,55.31180107,10.121489371,0.427668565,1.0264045559,11.689607443,31.733007521,63.209413903,1.0264045559,19.729776464,17.876546016,41,3507.3889522,128.63770215,27.886898627,5.6004744654,39.463137084,18.591265751,47.632901381,102.71385643,0.0866052752,27.367266975,20.987345033,27.22292485,12.875317585,47.17100658,10.594712004,0.375289526,0.8083159022,12.384554359,34.064741594,60.623692667,0.8083159022,21.535845109,18.851081577,127.3097546,28.262188153,4.7632901381,39.434268658,20.612055507,47.34421713,101.35704045,0.0866052752,23.672108565,22.979266363,31.582057037,12.73097546,59.295745113,10.103948778,0.6351053517,1.2990791286,9.6420539765,26.443477373,63.308456199,1.2990791286,22.344161011,18.677871026,41,3463.9922242,18980.45,-15040.55117,-5167.4814,-9893.244867,-11138.58458,-6480.550217,-4603.834383,33,29,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
245,2017,Kings,122.91307422,27.337203264,5.1574003977,39.470509402,14.160492422,45.850183883,101.4189373,0.119246252,25.071524477,20.838282532,27.724753583,11.507263315,53.243451505,9.2415845277,0.6558543858,0.5067965709,10.374423921,28.440231095,60.696342253,0.5067965709,21.732629422,16.992590906,130.12747246,30.318359564,6.7374132364,41.110145367,19.943935642,46.863777025,101.32950261,0.029811563,24.534916343,22.835657252,29.841374556,12.789160524,49.60644082,10.344612358,0.8347237638,1.1626509567,13.564261162,36.698034044,63.230325108,1.1626509567,19.556385323,16.485794335,41,3354.4031229,129.67814466,27.338034604,5.7398038022,38.758468973,15.917600235,46.776442326,101.33416506,0.0295866175,24.349786233,23.077561679,29.201991509,11.745887162,49.587170992,10.266556285,0.769252056,1.5385041119,13.047698334,36.421126188,60.001660365,1.5385041119,20.030140072,15.917600235,127.42956173,27.426794457,4.4971658656,39.291028089,11.923406867,46.36222968,98.582609633,0,24.438546085,23.195908149,29.083645039,9.7339971696,51.539887749,9.3789577592,0.6509055858,0.8580119086,11.509194222,29.764137242,58.788609046,0.8580119086,20.681045658,17.367344494,41,3379.9064687,18475.141667,-15753.05207,-2297.244017,-13510.11007,-17562.4927,-6336.417583,-11294.87583,32,33,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
275,2018,Kings,119.24476859,5.098493627,25.132574467,37.698861701,12.806216345,46.696203395,106.40856111,10.436916366,0,14.665666962,20.63390362,11.876491037,-1.229636698,15.745347966,0.2699202508,0,11.18669484,29.75120987,60.162224798,0,19.104355532,0.7497784746,129.95160521,6.5380682981,21.233726399,43.517142663,16.944993525,47.415990731,100.35035103,9.4172176404,0,20.993797288,27.591847864,11.546588508,-1.229636698,17.004975803,0.6598050576,0.029991139,14.125826461,38.208711063,65.050780452,0.029991139,18.594506169,0.8997341695,41,3334.3181818,129.33240839,5.0911238108,21.257674859,41.44353418,13.219058316,47.517155568,101.61406764,9.5867945444,0.0595453077,19.26290705,25.009029246,10.718155391,-1.220678808,16.374959626,0.5656804234,0.0297726539,15.035190202,39.06172187,61.391212269,0.0297726539,18.846089896,0.8336343082,122.90151515,5.061351157,23.847895746,39.329675755,12.832013816,48.291244568,104.65087833,8.7829328901,0.0595453077,15.452007356,20.33472259,11.343381122,-1.220678808,16.613140856,0.3870445002,0,10.867018661,29.028337518,59.694170999,0,19.352225012,0.5061351157,41,3358.7869074,20595.588333,-6936.661133,-5447.228833,-1402.07455,2018.1811,-340.4012833,2338.0396333,27,32,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
305,2019,Kings,127.18529116,28.466972286,4.785514073,37.27231818,21.575832021,48.210636061,103.7772909,0.0273457947,24.939364769,18.321682451,25.267514306,11.868074901,58.082467949,9.2428786096,0.4922243047,0.4922243047,12.44233659,32.979028412,58.574692254,0.4922243047,19.005327319,14.739383345,131.31450616,28.767776028,5.7699626823,41.292150002,16.899701126,47.827794936,101.01536563,0.0273457947,24.337757286,22.423551656,28.603701259,12.44233659,59.066916559,8.559233742,0.6836448676,0.7656822517,13.235364636,38.776336889,63.305514738,0.7656822517,21.275028279,16.927046921,41,3656.8694048,126.90047338,26.509189798,5.7000212631,41.04560766,14.809146152,46.800174581,101.89128918,0.027272829,23.536451436,19.609164058,25.963733217,12.600047003,55.745662496,8.318212848,0.7636392123,0.5727294092,13.690960163,38.700144365,62.672961065,0.5727294092,22.009173011,17.236427934,128.50957029,28.418287828,5.1272918539,39.709239038,25.254639663,48.49108998,104.78220906,0.081818487,22.881903539,18.654615043,25.663732098,12.872775293,58.036580133,9.3000346924,0.4909109222,0.8181848703,12.872775293,34.063763433,62.072958827,0.8181848703,17.645520369,14.181871085,41,3666.6529887,18651.495,1372.5769,-3720.65635,5097.08605,-1064.293183,-2183.679483,1063.1304833,39,27,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
335,2020,Kings,128.57276983,28.758033408,4.5873650652,38.02767454,14.901027212,47.645322677,103.76936147,0,25.436148361,17.969816255,23.316469331,11.389320162,52.897064751,9.3012781321,1.0123840144,0.6011030085,15.312308217,41.919025595,58.275354828,0.6011030085,18.634193265,15.597041222,131.16700386,29.896965425,5.3782900764,40.11571657,14.679568208,47.582048676,99.30854441,0.0949110013,22.430633319,21.481523305,27.49255339,10.408573148,55.301476785,8.5419901213,0.7592880108,0.7909250112,14.521383206,39.925894567,60.616492861,0.7909250112,20.247680288,17.273802245,37,3160.8559149,130.24125414,28.05094221,4.4098998982,40.2527705,13.528113974,46.221056076,100.10141198,0.0331571421,23.044213754,23.375785175,29.277756467,10.77607118,53.316684484,9.5160997804,0.7626142681,0.5305142735,14.42335681,41.247484762,60.777041455,0.5305142735,20.358485244,16.611728188,128.0860399,26.658342242,4.9072570296,38.793856248,14.788085373,47.646813186,102.25662621,0.0994714263,26.227299395,18.534842429,24.105242301,11.107642601,56.963970114,8.6871712281,0.6962999839,0.729457126,14.2575711,39.324370521,59.185498634,0.729457126,19.894285255,16.47909962,35,3015.9414742,17616.268333,919.93246667,-7576.960567,8461.8076,-3655.562467,-9728.9421,6125.8790667,31,39,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
365,2021,Kings,128.8933354,28.483835849,5.4103375355,37.36315451,16.167361577,48.120178551,103.11466832,0,23.009847283,19.254436523,26.16057326,12.030044638,59.76831701,8.8793186612,0.6046847834,0.7001613281,13.398541779,38.572524077,53.657818146,0.7001613281,18.872530344,14.607911346,132.20318896,27.369942827,6.0150223189,40.450229457,14.89434098,48.37478267,101.7779967,0.0636510298,21.450397053,22.118732866,28.133755185,12.507427361,59.70466598,8.8793186612,0.6046847834,0.8592889027,13.334890749,36.758469727,56.490288974,0.8592889027,18.52244968,15.212596129,36,3142.1329794,137.24862517,30.737308381,4.6919878837,38.844552751,14.044045366,51.67570329,103.38332487,0.0638365698,21.512924038,18.767951535,23.842958837,11.873601991,63.006694438,8.5221820744,0.7022022683,0.3830194191,15.129267053,38.110432198,54.931368352,0.3830194191,18.991379529,14.937757344,132.1097813,30.035106112,6.0006375655,36.227253387,16.182570456,49.632933055,100.28725123,0.0638365698,21.608678893,18.384932116,24.353651396,9.4797306221,62.559838449,8.3945089347,0.6383656985,0.414937704,14.45898307,37.918922488,51.292683871,0.414937704,20.300029211,14.873920774,36,3133.0004178,21004.733333,-6604.681567,-2837.298333,-3746.52055,-11962.22078,-7395.5219,-4584.39985,31,31,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
395,2022,Kings,125.17964692,26.824210054,4.9274606704,38.090931924,11.986463316,46.478688009,102.12023828,0.0553647266,21.177007938,19.516066139,25.827644975,11.51586314,56.139832807,8.0002029986,0.6643767196,0.3321883598,12.706204763,38.312390831,49.606795064,0.3321883598,19.875936862,15.114570371,132.98607338,29.703175839,5.5364726634,40.997580073,15.723582364,50.32653651,103.80886244,0.0276823633,23.19782046,16.94160635,22.478079013,12.041828043,59.683175312,9.2735917112,0.8858356261,0.6643767196,15.391394004,41.606592066,53.039408116,0.6643767196,18.740959966,14.090322928,41,3612.4083358,132.14471679,28.29458214,5.4954616706,39.736415156,14.936383002,49.120972778,103.68104352,0.0563637094,23.306393854,19.558207176,24.518213607,12.146379385,57.885529597,9.384557622,1.1554560436,0.9300012058,14.344564053,38.355504275,51.882794541,0.9300012058,18.515478552,14.767291874,127.4665289,27.449126498,5.3827342517,38.355504275,14.908201147,46.274605452,99.594674583,0.0281818547,22.179119665,21.446391443,27.477308353,10.370922537,55.969163476,8.4263745615,0.6200008039,0.9018193511,13.470926557,37.707321616,48.726426812,0.9018193511,21.080027331,15.894566063,41,3548.3824961,19909.506667,9955.8599833,-3083.737633,13085.445667,10400.96625,-6496.955417,16917.1434,30,31,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2009,Knicks,106.35780469,22.665595343,2.8081268566,31.44099177,13.062804395,39.439138799,89.358608187,0.0250725612,20.434137394,16.974123946,21.7880557,10.931636692,26.175753913,7.8978567842,14.717593436,0.802321959,10.505403151,29.610694801,50.395848052,0.802321959,17.074414191,14.717593436,110.74550291,23.743715475,6.3182854274,35.753472299,16.64818065,42.798862002,88.230342932,0.0250725612,18.754275792,17.87673615,23.894150842,11.70888609,27.830542954,8.1987275189,15.118754416,0.6017414693,7.2710427537,20.885443496,55.786448714,0.6017414693,17.776445905,15.118754416,41,3988.4238042,110.84617713,20.721019097,4.6352944775,35.077904154,9.8719244548,41.867984172,88.245984593,0,21.146965076,20.069572305,26.183149886,12.202099516,30.116886281,8.1931961845,14.657552807,0.8268363122,7.0406364766,19.844071493,55.172532105,0.8268363122,16.787282702,14.657552807,109.86900694,20.896408617,2.3051194158,32.346838759,8.9198099134,39.688142986,88.371262822,0.0250556458,21.472688471,20.370240055,25.832370845,11.901431767,30.417554031,7.3914155182,14.707664099,0.7767250206,10.122480913,27.636377344,51.464296523,0.7767250206,17.664230306,14.707664099,41,3991.1164414,16222.051667,-6190.106383,-13531.64947,7328.74635,-5067.749083,-12665.38275,7632.4448667,32,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2010,Knicks,105.95099785,23.145507401,3.9003515797,30.971870768,12.291239518,39.516719952,87.988852413,0.0256602078,20.759108079,16.935737122,21.913817428,10.443704559,41.774818235,7.6467419128,15.165182787,0.5645245707,9.9818208191,28.020946875,48.728734539,0.5645245707,15.960649227,15.165182787,113.28981727,24.325876958,4.9267598902,35.64202858,16.679135045,44.186877765,90.118649657,0,19.732699768,17.782523979,23.889653426,13.445948867,52.552105495,7.8007031594,15.036881748,0.641505194,7.1335377576,20.86174891,56.760379568,0.641505194,18.424029173,15.036881748,41,3897.0845806,109.88580874,19.939475948,4.5281906669,34.347355342,10.368527493,41.937220381,87.219127049,0.0257283561,20.762783342,18.936070061,24.8278636,11.191834887,46.311040911,7.2296680534,15.334100213,0.6689372576,7.075297917,19.502093895,53.129055268,0.6689372576,15.051088296,15.334100213,109.19114313,22.383669774,3.9364384774,32.675012198,8.7219127049,40.83090107,88.685643345,0.0771850682,21.328807175,18.42150294,23.284162236,11.03746475,42.863441199,7.4097665458,14.330694326,0.5917521894,9.1078380459,27.091958933,50.76204651,0.5917521894,16.929258289,14.330694326,41,3886.7621297,18623.275,3095.2198833,-15483.31995,18589.946767,5249.7574,-15807.49415,21045.4606,29,32,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,2011,Knicks,108.75935192,22.323223559,6.4466840402,31.474986784,14.688327166,38.80650981,87.548497377,0.0505622278,22.727721381,20.958043409,25.786736161,10.845597856,39.489099885,7.8877075315,14.435516027,1.2134934664,10.188288895,26.873824058,50.385259969,1.2134934664,17.393406351,14.435516027,109.11328752,21.893444623,5.3595961432,34.331752653,14.738889394,40.753155579,87.750746288,0.0505622278,21.135011206,21.261416776,27.986193068,12.5647136,47.477931872,7.2556796844,15.62372838,1.2640556941,6.3455595846,18.202401996,56.907787351,1.2640556941,16.963627415,15.62372838,41,3955.521915,111.02995845,20.808554454,3.7741005628,32.844875168,12.087322073,41.56610755,86.676809547,0,22.109089108,20.630049698,26.979718888,11.908817316,48.808300522,7.624703164,16.11642943,0.7905210638,7.2676936514,18.411490583,54.061440494,0.7905210638,16.473438943,16.11642943,113.01901145,22.287593864,5.6101494853,31.238332361,13.20935197,40.928590563,86.804312945,0.0255006795,21.52257348,21.930584351,27.209225003,10.659284022,45.799220343,7.9817126767,14.076375072,0.9435251407,9.2312459712,25.959691709,48.553293727,0.9435251407,19.661023878,14.076375072,41,3921.4641353,15940,16091.4382,8553.5321,7575.0595333,14361.86725,9185.4739167,5191.1947167,42,29,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99,2012,Knicks,102.72975297,21.746898733,4.6090442092,31.549232192,13.113055356,37.943469581,87.214801339,0.1622902891,22.525892121,18.793215473,25.122536746,11.847191101,42.844636311,9.6400431699,16.748357831,1.1360320234,8.0495983372,23.921588607,53.912834024,1.1360320234,18.436176837,16.748357831,103.63857859,21.130195635,6.8161921403,33.691464008,15.092996882,38.982127431,86.565640182,0.0324580578,22.363601832,18.598467126,25.382201208,12.496352257,43.883294161,8.5364692043,17.429977045,0.9737417343,7.0758566028,19.734499149,56.05506584,0.9737417343,19.474834687,17.429977045,33,3080.8990662,98.30707306,19.217197975,3.9915118073,32.414938629,11.395122418,35.891416654,82.759490778,0.1287584454,24.077829289,19.249387587,26.00920597,10.686950968,39.1425674,8.7877638983,18.927491473,0.9013091178,7.2748521649,20.27945515,52.372497665,0.9013091178,18.509026526,18.927491473,106.00039017,21.180764268,4.3134079208,33.477195803,13.197740653,38.498775174,85.238090852,0.096568834,22.43615911,20.343834373,27.68306576,12.16767309,43.391596099,10.461623688,17.382390129,1.2553948426,8.6590054529,25.783878691,55.333941909,1.2553948426,21.695798049,17.382390129,33,3106.5923386,19141.026667,15916.0833,-2451.129333,18368.90055,24041.774817,-662.3568667,24707.521767,36,42,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,2013,Knicks,125.7440088,24.227646452,5.4259833199,38.39198663,10.410316835,46.373229537,105.86976757,0.1892784879,26.845998868,19.811148401,26.18352416,13.817329617,42.146009973,9.9055742003,0.5678354637,1.0725780981,13.186401324,36.656933824,62.935097228,1.0725780981,20.75754084,15.268464691,125.99638012,27.413834331,6.1515508569,41.609720924,17.003517497,46.720240098,100.85388764,0.0315464147,24.322285696,22.461047231,30.126825991,13.060215665,51.357563051,8.4859855411,0.7571139516,0.8832996102,10.094852688,27.06682377,64.733242863,0.8832996102,18.170734839,17.508260131,41,3169.9323396,122.74396571,22.638381224,4.2029062189,40.500732654,14.359929581,45.690685031,100.86974925,0.0318401986,25.631359895,21.205572286,27.573612012,13.054481437,51.708482571,8.0874104514,0.8278451643,0.8915255616,10.157023362,29.643224922,63.170954077,0.8915255616,16.93898567,20.282206526,134.04723622,25.822401087,3.8845042326,38.813202127,12.449517663,48.588143106,106.12338203,0.1273607945,25.440318704,21.81053606,28.624338566,14.39176978,45.531484038,11.398791109,0.7004843698,1.3372883424,15.060413951,38.494800141,62.725191297,1.3372883424,25.567679498,14.773852163,41,3140.683925,20068.551667,481.381,-6371.7359,6860.7541667,437.97348333,-7233.8778,7653.3578,54,36,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
156,2014,Knicks,124.09764274,26.369970747,5.666274706,38.169520822,10.709881862,46.793466391,105.41761623,0.062266755,28.33137353,18.897960146,24.71990174,12.98261842,41.220591818,9.2154797417,0.7472010601,0.9340013252,11.61274981,31.569244791,61.675220839,0.9340013252,18.368692728,14.383620408,127.17984711,25.84070333,4.7011400034,40.846991287,14.632687428,45.766064933,100.28060895,0,24.59536823,24.501968097,32.129645586,13.387352327,51.619139904,6.7870762962,1.0896682127,0.8717345702,11.145749147,29.389908365,64.913092099,0.8717345702,19.147027166,15.84688915,41,3211.9868775,127.80988127,24.782034065,3.9626095078,40.506674969,15.378698804,46.041748567,100.00871615,0.0628985636,25.819860365,24.561889092,32.015368881,12.988553387,49.689865257,9.2775381335,0.7233334816,1.0378262997,11.164495042,30.725948327,63.873491353,1.0378262997,23.807106329,19.687250412,128.87915685,24.970729756,5.8181171345,38.08508027,12.296669187,47.928705476,105.4494419,0.0943478454,28.461600037,20.882323121,27.549570864,14.246524659,44.846675859,10.535509406,0.6918841998,0.9120291724,12.139422778,32.204064572,61.73494019,0.9120291724,20.033192512,17.454351404,41,3179.7228506,17836.483333,-20913.00422,-6064.1473,-14836.70115,-25452.4845,-11842.49693,-13639.09182,37,54,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186,2015,Knicks,117.08731131,28.769141221,6.6199959369,37.894836555,11.940740335,44.329225129,103.38330103,0.0309345605,27.902973528,19.519707646,25.30447045,13.054384511,41.514180128,8.2285930805,0.8971022531,0.5258875277,8.9091534104,24.159891714,61.095756894,0.5258875277,21.87073424,17.199615612,130.45104143,28.7072721,6.5271922555,41.730722051,17.014008249,47.546419416,103.50703928,0.0618691209,24.469237318,24.221760835,31.800728146,14.415505171,52.341276286,9.9299939054,0.9280368136,0.4640184068,11.136441763,27.964842649,67.282668985,0.4640184068,17.632699458,15.776625831,41,3232.6303829,127.69071563,26.745605553,4.4419602205,41.291461204,14.139197321,46.734426545,101.53945687,0.03128141,24.180529933,23.773871602,31.406535643,13.513569121,52.552768805,10.573116581,0.7507538401,0.46922115,10.447990941,28.810178613,65.847368057,0.46922115,19.707288302,18.424750492,117.30528751,25.525630563,5.2552768805,38.100757384,9.259297361,45.326763095,105.85629145,0.12512564,27.089701063,18.143217802,23.680027372,13.920227451,43.606285545,9.665955691,1.5015076802,0.7820352501,8.5085435209,26.057414533,62.656664236,0.7820352501,21.865705592,17.924247932,41,3196.7868453,19944.266667,-7239.053033,-6208.518767,-1087.38225,-3614.766567,-3203.08515,-433.6217667,17,37,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
216,2016,Knicks,119.21884798,25.162811921,7.0111258717,41.056677774,10.397856166,44.443408068,101.15628641,0.0594163209,24.984562958,21.033377615,26.796760747,12.418011078,40.997261453,7.2487911555,1.0397856166,0.9506611352,9.2986542282,26.232305698,63.337798129,0.9506611352,19.280596147,15.596784249,124.06127814,26.202597538,5.4068852062,40.462514565,17.498106519,46.136773215,104.33505958,0.0891244814,22.815867244,22.726742762,29.945825757,13.725170139,53.415272531,8.3182849326,0.6238713699,0.564455049,9.0609889444,26.3808465,64.555832709,0.564455049,13.992543583,12.893341645,41,3366.0784918,121.69234849,24.291130102,4.7635468289,40.564116164,13.580546549,46.185693167,104.23587253,0.1479362369,22.249610033,19.823455747,26.510173656,12.66334188,51.481810449,9.1424594417,0.6509194425,0.4733959581,9.4975064104,28.078297768,63.375883897,0.4733959581,14.645687455,13.314261323,119.8875264,24.705351566,6.8050668984,41.599669822,10.118838605,45.150139508,102.99320814,0.1183489895,22.930116723,20.799834911,25.178747524,12.78169087,45.91940794,6.5979561667,0.769268432,0.9172046689,8.7874124731,26.007190451,63.582994629,0.9172046689,18.136982647,15.178257908,41,3379.8345179,18500.91,-8414.129433,-9890.691617,1439.35605,-8119.275583,-8387.630767,213.43081667,32,17,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
246,2017,Knicks,121.42252982,25.658878052,6.4294659946,38.930711527,13.714227924,45.537135301,104.90647038,0.0589859266,24.361187668,20.733553184,26.042286574,14.30408719,46.893811612,8.1400578647,0.9732677882,0.8847888983,9.6147060286,28.401723637,62.613561039,0.8847888983,19.34738391,15.218369051,128.29439026,26.337216207,5.9280856189,40.464345617,18.757524645,47.070769392,102.98942777,0.1474648164,21.913271716,22.680088761,29.522456241,13.271833475,55.269813183,8.7299171303,0.7078311187,0.7373240819,11.472762715,32.353780716,64.825533285,0.7373240819,17.253383518,14.333580153,40,3390.6392877,128.98326631,25.323862367,5.052952701,38.296062576,14.567869483,47.604133341,104.90048005,0.059098862,22.132523819,21.748381216,27.983311157,14.361023466,54.66644735,9.3080707649,0.709186344,0.679636913,12.026618417,35.016075735,62.260651117,0.679636913,17.050021687,15.158858103,127.0625533,26.121697004,6.6190725439,40.009929574,12.233464434,48.727011719,105.43236981,0.029549431,23.728193093,18.970734702,24.378280575,14.272375173,50.174933838,8.7761810069,0.679636913,0.768285206,10.63779516,29.785826448,63.383529494,0.768285206,20.241360235,16.370384774,41,3384.1599184,19026.883333,-5380.835067,-4829.12775,-568.0841833,-8553.78175,-6787.581517,-1747.995117,31,32,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
276,2018,Knicks,121.02131395,6.3299899103,23.903660529,38.644732923,11.879570106,47.315951978,103.50545146,7.5728646415,0.0289040635,17.486958428,21.822567956,11.879570106,-1.185066604,17.053397475,0.7515056514,0,8.9024515633,26.765162817,60.033739925,0,20.926541986,0.4913690798,130.73307929,5.6651964494,21.475719193,39.7719914,16.851069031,48.905675471,102.34928891,9.8562856594,0.057808127,20.117228208,26.765162817,11.330392899,-1.185066604,14.798880521,0.7515056514,0.057808127,12.804500138,33.933370569,60.582917132,0.057808127,17.313534047,0.780409715,41,3459.7211544,126.11823611,5.6149526112,22.285252333,38.577342811,10.298928624,44.832341834,102.90200718,9.5716031559,0,22.663461576,28.511158337,12.975486345,-1.192813767,15.710230104,0.4654882994,0,13.790090869,38.402784699,60.804409106,0,18.619531975,0.4654882994,127.39832894,5.8767897796,24.874530998,41.166621476,8.553347501,49.370852753,105.08398358,8.4369754262,0.1454650936,18.037671601,23.332601006,13.033672383,-1.192813767,16.728485759,0.7564184865,0,10.61895183,28.743902486,64.121013239,0,20.365113098,0.7564184865,41,3437.2507368,18644.948333,-22119.31102,-5580.155483,-16521.6555,-20006.02392,-5706.0371,-14315.83945,29,31,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
